`acidity,alcohol,body,classes,food_matching,grape,label2,name_en,name_ko,png,price,sweet,tanin,vintage,winery
4,알콜정보없음,4,레드,추천 정보 없음,카베르네 소비뇽 (Cabernet Sauvignon) 100%,다리오 프린칙  Dario Princic,"Dario Princic, Cabernet Sauvignon","다리오 프린칙, 카베르네 소비뇽",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164187.png,"360,000원",1,4,2006,프리울리 베네찌아 줄리아(Friuli Venezia Giulia)
4,알콜정보없음,4,화이트,추천 정보 없음,샤르도네 (Chardonnay) ,다리오 프린칙  Dario Princic,"Dario Princic, Trebez Riserva","다리오 프린칙, 트레베즈 리제르바",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164186.png,"230,000원",1,2,2012,프리울리 베네찌아 줄리아(Friuli Venezia Giulia)
4,알콜정보없음,4,화이트,추천 정보 없음,리볼라 지알라 (Ribolla Gialla) 100%,다리오 프린칙  Dario Princic,"Dario Princic, Ribolla Gialla","다리오 프린칙, 리볼라 지알라",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164185.png,"220,000원",1,2,2017,프리울리 베네찌아 줄리아(Friuli Venezia Giulia)
4,알콜정보없음,4,화이트,추천 정보 없음,야콧 (Jakot) 100%,다리오 프린칙  Dario Princic,"Dario Princic, Jakot","다리오 프린칙, 야콧",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164184.png,"220,000원",1,2,2017,프리울리 베네찌아 줄리아(Friuli Venezia Giulia)
4,알콜정보없음,4,화이트,추천 정보 없음,피노 그리지오 (Pinot Grigio) 100%,다리오 프린칙  Dario Princic,"Dario Princic, Pinot Grigio","다리오 프린칙, 피노 그리지오",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164183.png,"210,000원",1,2,2014,프리울리 베네찌아 줄리아(Friuli Venezia Giulia)
4,알콜정보없음,4,화이트,추천 정보 없음,샤르도네 (Chardonnay) ,다리오 프린칙  Dario Princic,"Dario Princic, Trebez","다리오 프린칙, 트레베크",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164182.png,"220,000원",1,2,2017,프리울리 베네찌아 줄리아(Friuli Venezia Giulia)
3,14 %,3,레드,추천 정보 없음,프리미티보 (Primitivo) 40%,지오그라피코  Geografico,Geografico Pavo Nero,지오그라피코 파보 네로,https://wine21.speedgabia.com/no_image2.jpg,"50,000원",1,4,"NV, ",생산지역미상
3,13.5 %,3,레드,"스테이크,피자, 파스타",시라/쉬라즈 (Syrah/Shiraz) 75%,14핸즈 와이너리  14 Hands Winery,"14Hands, Run Wild Red Blend","포틴핸즈, 런 와일드 레드 블랜드",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164180.png,"92,000원",1,4,2016,워싱턴주(Washington State)
5,11~12 %,5,화이트,"새우,치킨",리슬링 (Riesling) 100%,14핸즈 와이너리  14 Hands Winery,"14Hands, Riesling","포틴핸즈, 리슬링",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164179.png,"90,000원",1,1,2016,워싱턴주(Washington State)
4,13~14 %,4,화이트,"치즈, 체다,치킨,연어",샤르도네 (Chardonnay) 89%,14핸즈 와이너리  14 Hands Winery,"14Hands, Chardonnay","포틴핸즈, 샤도네이",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164178.png,"90,000원",1,1,2015,워싱턴주(Washington State)
4,13~14 %,4,레드,"스테이크,파스타",메를로 (Merlot) 85%,14핸즈 와이너리  14 Hands Winery,"14Hands, Merlot","포틴핸즈, 메를로",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164177.png,"90,000원",1,3,2015,워싱턴주(Washington State)
4,13~14 %,4,레드,스테이크,카베르네 소비뇽 (Cabernet Sauvignon) 79%,14핸즈 와이너리  14 Hands Winery,"14Hands, Cabernet Sauvignon","포틴핸즈, 까베르네 소비뇽",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164176.png,"90,000원",1,4,2016,워싱턴주(Washington State)
0,알콜정보없음,0,레드,추천 정보 없음,몬테풀치아노 (Montepulciano) 90%,테니멘띠 스핀산티  Tenimenti Spinsanti,"Tenimenti Spinsanti, Adino Rosso","테니멘티 스핀산티, 아디노 로쏘",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,0,2013,마르케(Marche)
3,13~14 %,3,레드,"치즈,피자, 파스타",카베르네 소비뇽 (Cabernet Sauvignon) 85%,콘차이 토로  Concha y Toro,"Concha y toro, Union38 Reserva Cabernet Sauvignon","콘차이 토로, 유니온38 레세르바 까베르네 소비뇽",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164174.jpg,"29,900원",1,4,2017,센트럴 밸리(Central Valley)
3,13~14 %,3,레드,"치즈,채소",시라/쉬라즈 (Syrah/Shiraz) 100%,콘차이 토로  Concha y Toro,"Concha y toro, Union38 Reserva Syrah","콘차이토로, 유니온38 레세르바 시라",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164173.jpg,"29,900원",1,3,2017,센트럴 밸리(Central Valley)
3,12 %,3,레드,"치즈,스튜",시라/쉬라즈 (Syrah/Shiraz) 100%,보데가스 셀라야  Bodeges Celaya,"Arama, Red Syrah","아라마, 쉬라",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164172.png,"15,000원",1,4,"NV, ",생산지역미상
3,14 %,3,레드,"오리고기,햄",피노 누아 (Pinot Noir) ,바라문디  Barramundi,"Barramundi, Pinot Noir","바라문디, 피노 누아",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164171.png,"29,000원",1,2,2017,빅토리아(Victoria)
3,14 %,3,레드,"스테이크,과일,바비큐",시라/쉬라즈 (Syrah/Shiraz) 100%,바라문디  Barramundi,"Barramundi, Shiraz","바라문디, 쉬라즈",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164170.png,"29,000원",1,3,2018,빅토리아(Victoria)
3,14 %,3,레드,"치즈, 체다,호두,샐러드",시라/쉬라즈 (Syrah/Shiraz) 65%,바라문디  Barramundi,"Barramundi, Shiraz Petit Verdot","바라문디, 쉬라즈 쁘띠 베르도",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164169.png,"29,000원",2,3,2018,빅토리아(Victoria)
3,13.5 %,3,화이트,"해산물,복숭아,포크",샤르도네 (Chardonnay) 95%,바라문디  Barramundi,"Barramundi, Chardonnay Viognier","바라문디, 샤르도네 비오니에",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164168.png,"29,000원",1,1,2018,빅토리아(Victoria)
3,12.6 %,3,화이트,추천 정보 없음,코다 디 볼페 (Coda di Volpe) 65%,페우디   페우디 디 산 그레고리오,"Feudi, Lacryma Christi del Vesuvio Bianco","페우디, 라크리마 크리스티 비앙코",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164167.png,"45,000원",1,1,2018,깜빠니아(Campania)
3,13.4 %,3,레드,"치즈,파스타",피에디로쏘 (Piedirosso) ,페우디   페우디 디 산 그레고리오,"Feudi, Lacryma Christi Rosso","페우디, 라크리마 크리스티 로쏘",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164166.png,"45,000원",1,3,2018,깜빠니아(Campania)
3,13 %,3,레드,"치즈,스튜",템프라니요 (Tempranillo) 100%,보데가스 셀라야  Bodeges Celaya,"Arama, Red Tempranillo Premier","아라마, 템프라니요 프리미어",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164165.png,"20,000원",1,3,"NV, ",생산지역미상
3,12.5 %,3,스파클링,"해산물,생선회, 초밥,리조또",그레코 비앙코 (Greco Bianco) ,페우디   페우디 디 산 그레고리오,Dubl +,듀블 플러스,https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164164.png,"100,000원",2,1,2015,깜빠니아(Campania)
3,12 %,3,레드,"치즈,스튜",템프라니요 (Tempranillo) 100%,보데가스 셀라야  Bodeges Celaya,"Arama, Red Tempranillo","아라마, 템프라니요",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164163.png,"15,000원",1,3,"NV, ",생산지역미상
2,11 %,2,화이트,추천 정보 없음,아이렌 (Airen) 100%,보데가스 셀라야  Bodeges Celaya,"Arama, Semi Sweet Withe","아라마, 세미스위트 화이트",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164162.png,"15,000원",3,1,"NV, ",생산지역미상
2,11 %,2,레드,스튜,템프라니요 (Tempranillo) 100%,보데가스 셀라야  Bodeges Celaya,"Arama, Semi Sweet Red","아라마, 세미 스위트 레드",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164161.png,"15,000원",3,2,"NV, ",생산지역미상
3,12 %,3,레드,바비큐,카베르네 소비뇽 (Cabernet Sauvignon) 100%,보데가스 셀라야  Bodeges Celaya,Arama Cabernet Sauvignon,아라마 까베르네 소비뇽,https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164160.png,"15,000원",1,4,"NV, ",생산지역미상
3,12 %,3,스파클링,추천 정보 없음,자렐로 (Xarel.lo) 50%,보히가스  Bohigas,"Bohigas, Extra Brut Gran Reserva","보히가스, 엑스트라 브뤼 그랑 리저브",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164159.png,"40,000원",1,1,"NV, ",까탈루냐(Catalunya)
3,12 %,3,스파클링,추천 정보 없음,자렐로 (Xarel.lo) 50%,보히가스  Bohigas,"Bohigas, Brut Nature Reserva ","보히가스, 브뤼 네이처 리제르바",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164158.png,"35,000원",2,1,"NV, ",까탈루냐(Catalunya)
3,13~14 %,3,화이트,추천 정보 없음,샤르도네 (Chardonnay) 100%,캐논볼 와인즈  Cannonball Wines,"Cannonball, Eleven Chardonnay ","캐논볼, 일레븐 소노마 샤르도네 ",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164157.png,"160,000원",1,1,2017,캘리포니아(California)
0,14.2 %,0,레드,추천 정보 없음,카베르네 소비뇽 (Cabernet Sauvignon) 100%,프레이 브라더스  Frei Brothers,"Frei Brothers Reserve, Alexander Valley Cabernet Sauvignon ","프라이브라더스 리저브, 알렉산더벨리 까베르네 소비뇽",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,0,0,", 75",캘리포니아(California)
3,14~15 %,3,레드,추천 정보 없음,진판델 (Zinfandel) 100%,프레이 브라더스  Frei Brothers,"Frei Brothers, Zinfandel ","프레이 브라더스, 진판델",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164155.png,"55,000원",1,4,2018,캘리포니아(California)
4,13~14 %,4,화이트,"치즈,해산물,샐러드",소비뇽 블랑 (Sauvignon Blanc) ,저스틴 와이너리  Justin Winery,"Justin, Sauvignon Blanc","저스틴, 소비뇽 블랑",https://wine21.speedgabia.com/WINE_MST/IMAGE/0164000/T0164154_002.png,가격정보없음,1,1,2016,캘리포니아(California)
3,14~15 %,3,레드,추천 정보 없음,카베르네 소비뇽 (Cabernet Sauvignon) 100%,저스틴 와이너리  Justin Winery,"Justin, Cabernet Sauvignon","저스틴, 까베르네 소비뇽",https://wine21.speedgabia.com/WINE_MST/IMAGE/0164000/T0164153_002.png,"69,000원",1,3,2016,캘리포니아(California)
4,13.9 %,4,레드,추천 정보 없음,카베르네 소비뇽 (Cabernet Sauvignon) 50%,비냐 빅  Vina VIK ,Milla Cala,밀라 칼라,https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,3,2012,미야후밸리(Millahue Valley)
3,알콜정보없음,3,로제,"수육,가금류, 치킨,샐러드, 야채",시라/쉬라즈 (Syrah/Shiraz) ,마레농  Marrenon,"Marrenon, Petula","마레농, 페투라",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164151.png,"48,000원",1,2,2019,서던 프랑스(Southern France)
3,알콜정보없음,3,레드,"연어,파스타",피노 누아 (Pinot Noir) 100%,투썩 점퍼 와인즈  Tussock Jumper Wines,"Tussock Jumper, Wild Boar Pinot Noir","투썩 점퍼, 와일드 보어 피노 누아 ",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164150.png,"38,000원",1,2,2017,서던 프랑스(Southern France)
0,알콜정보없음,0,레드,추천 정보 없음,몬테풀치아노 (Montepulciano) 100%,탈레  Thale,"Thale, Montepulciano d'Abruzzo","탈레, 몬테풀치아노 다부르쪼",https://wine21.speedgabia.com/no_image2.jpg,"100,000원",1,0,2010,아브루쪼(Abruzzo)
3,13.8 %,3,레드,추천 정보 없음,메를로 (Merlot) 94%,캐논볼 와인즈  Cannonball Wines,"Cannonball, Eleven Sonoma Merlot","캐논볼, 일레븐 소노마 메를로",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164148.png,"100,000원",1,3,2016,캘리포니아(California)
4,알콜정보없음,4,레드,"중국음식,해산물,육류요리",카베르네 소비뇽 (Cabernet Sauvignon) 10%,만작향 와이너리  Man zhuo Xiang Winery,Sheng Ying Jia Niang,성응가양,https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164147.png,"72,000원",1,3,2016,산둥(Shandong Peninsula)
3,알콜정보없음,3,레드,추천 정보 없음,메를로 (Merlot) 77%,세인트 프란시스  Saint Francis,"St. Francis, Reserve Merlot ","세인트 프란시스, 리저브 메를로",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164146.png,가격정보없음,1,4,2014,캘리포니아(California)
3,알콜정보없음,3,레드,추천 정보 없음,카베르네 소비뇽 (Cabernet Sauvignon) 100%,세인트 프란시스  Saint Francis,"St. Francis, Reserve Cabernet Sauvignon ","세인트 프란시스, 리저브 까베르네 소비뇽",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164145.png,가격정보없음,1,4,2014,캘리포니아(California)
4,14~15 %,4,레드,추천 정보 없음,네비올로 (Nebbiolo) 100%,부르노 지아코사  Bruno Giacosa,"Bruno Giacosa, Barbaresco Rabaja Falletto ","브루노 지아코사, 바르바레스코 라바야 팔레또",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164144.png,"483,000원",1,4,2015,피에몬테(Piemonte)
3,14~15 %,3,레드,"치즈,소고기,양갈비",까리나노  (Carignano) 60%,아그리콜라 푸니카  Agricola Punica,Agricola Punica Montessu,아그리콜라 푸니카 몬테쑤,https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164143.png,"80,000원",1,3,2017,사르데냐(Sardegna)
3,13 %,3,화이트,"파스타,전채요리",베르멘티노 (Vermentino) 80%,아그리콜라 푸니카  Agricola Punica,"Agricola Punica, Samas ","아그리콜라 푸니카, 사마스",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164142.png,"70,000원",1,1,2019,사르데냐(Sardegna)
3,15~16 %,3,레드,추천 정보 없음,까리나노  (Carignano) 85%,아그리콜라 푸니카  Agricola Punica,"Agricola Punica, Barrua","아그리콜라 푸니카, 바루아",https://wine21.speedgabia.com/WINE_MST/IMAGE/0164000/T0164141_002.jpg,"140,000원",1,4,2016,사르데냐(Sardegna)
3,13.8 %,3,화이트,추천 정보 없음,샤르도네 (Chardonnay) 100%,썸와인  SomeWine,"SomeWine, Chardonnay","썸와인, 샤르도네",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164140.png,"60,000원",1,1,2015,캘리포니아(California)
3,13.8 %,3,레드,추천 정보 없음,카베르네 소비뇽 (Cabernet Sauvignon) 100%,썸와인  SomeWine,"SomeWine, Cabernet Sauvignon","썸와인, 카베르네 소비뇽",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164139.png,"60,000원",1,3,2015,캘리포니아(California)
5,알콜정보없음,5,화이트,추천 정보 없음,샤르도네 (Chardonnay) 100%,도멘 아르노 엉뜨  Domaine Arnaud Ente,"Arnaud Ente, Meursault 1er Cru La Goutte d'Or","아르노 엉뜨, 뫼르소 프르미에 크뤼 라 구뜨 도르",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164138.jpg,"1,920,000원",1,1,2015,부르고뉴(Bourgogne)
4,알콜정보없음,4,화이트,추천 정보 없음,샤르도네 (Chardonnay) 100%,도멘 아르노 엉뜨  Domaine Arnaud Ente,"Arnaud Ente, Puligny Montrachet 1er Cru Les Referts Blanc","아르노 엉뜨, 퓔리니 몽라셰 1er 레 레페 블랑",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164137.jpg,"1,920,000원",1,1,2015,부르고뉴(Bourgogne)
5,알콜정보없음,5,화이트,추천 정보 없음,샤르도네 (Chardonnay) 100%,도멘 아르노 엉뜨  Domaine Arnaud Ente,"Arnaud Ente, Meursault 'Clos des Ambres'","아르노 엉뜨, 뫼르소 '끌로 데 장브르'",https://wine21.speedgabia.com/no_image2.jpg,"1,340,000원",1,1,2015,부르고뉴(Bourgogne)
5,알콜정보없음,5,화이트,추천 정보 없음,샤르도네 (Chardonnay) 100%,도멘 아르노 엉뜨  Domaine Arnaud Ente,"Arnaud Ente, Bourgogne Chardonnay","아르노 엉뜨, 부르고뉴 샤르도네",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164135.jpg,"560,000원",1,1,2015,부르고뉴(Bourgogne)
4,알콜정보없음,4,레드,추천 정보 없음,피노 누아 (Pinot Noir) 100%,도멘 아르노 엉뜨  Domaine Arnaud Ente,"Arnaud Ente, Bourgogne Pino Noir","아르노 엉뜨, 부르고뉴 피노누아",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164134.jpg,"430,000원",1,3,2015,부르고뉴(Bourgogne)
5,알콜정보없음,5,레드,추천 정보 없음,피노 누아 (Pinot Noir) 100%,조르주 노엘라  Georges Noellat,"Georges Noellat, Grands Echezeaux","조르주 노엘라, 그랑 에세조 ",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164133.jpg,"1,540,000원",1,2,2017,부르고뉴(Bourgogne)
4,알콜정보없음,4,레드,추천 정보 없음,피노 누아 (Pinot Noir) 100%,조르주 노엘라  Georges Noellat,Georges Noellat Vosne Romanee 1er Les Beaux Monts,"조르주 노엘라, 본 로마네 1er 레 보 몽",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164132.jpg,"646,000원",1,2,2017,부르고뉴(Bourgogne)
4,알콜정보없음,4,레드,추천 정보 없음,피노 누아 (Pinot Noir) 100%,조르주 노엘라  Georges Noellat,"Georges Noellat, Vosne-Romanée 1er Cru Les Petits Monts","조르주 노엘라, 본 로마네 1er 레 쁘띠 몽",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164131.jpg,"572,000원",1,2,2017,부르고뉴(Bourgogne)
4,알콜정보없음,4,레드,추천 정보 없음,피노 누아 (Pinot Noir) 100%,조르주 노엘라  Georges Noellat,"Georges Noellat, Vosne-Romanée 1er Cru Les Chaumes","조르주 노엘라,  본 로마네 1er 레 숌",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164130.jpg,"495,000원",1,2,2017,부르고뉴(Bourgogne)
4,알콜정보없음,4,레드,추천 정보 없음,피노 누아 (Pinot Noir) 100%,조르주 노엘라  Georges Noellat,"Georges Noellat, Nuits-Saint-Georges 1er Cru aux Cras","조르주 노엘라, 뉘생 조르쥬 1er 오 크라",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164129.jpg,"459,000원",1,3,2017,부르고뉴(Bourgogne)
4,알콜정보없음,4,레드,추천 정보 없음,피노 누아 (Pinot Noir) 100%,조르주 노엘라  Georges Noellat,"Georges Noellat, Nuits-Saint-Georges 1er Cru Les Boudots","조르주 노엘라, 뉘생 조르쥬 1er 레 부도",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164128.jpg,"550,000원",1,3,2015,부르고뉴(Bourgogne)
4,알콜정보없음,4,레드,추천 정보 없음,피노 누아 (Pinot Noir) 100%,조르주 노엘라  Georges Noellat,"Georges Noellat, Vosne-Romanee","조르주 노엘라, 본 로마네",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164127.jpg,"272,000원",1,3,2017,부르고뉴(Bourgogne)
4,알콜정보없음,4,레드,추천 정보 없음,피노 누아 (Pinot Noir) 100%,도멘 비조  Domaine Bizot,"Domaine Bizot, Vosne-Romanée Les Jachées ","도멘 비조, 본 로마네 레 자쉐",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164126.jpg,"1,284,000원",1,3,2018,부르고뉴(Bourgogne)
5,알콜정보없음,5,스파클링,추천 정보 없음,샤르도네 (Chardonnay) 100%,동 그레예  Dhondt-Grellet,"Dhondt-Grellet, Les Nogers Blanc de Blancs Extra Brut 1er Cru","동 그레예, 레 노제 블랑 드 블랑 엑스트라 브뤼 프리미에 크뤼",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164125.jpg,"349,000원",1,1,2015,샹파뉴(Champagne)
5,알콜정보없음,5,스파클링,추천 정보 없음,샤르도네 (Chardonnay) 100%,동 그레예  Dhondt-Grellet,"Dhondt-Grellet, Les Terres Fines Extra Brut 1er Cru","동 그레예, 레 떼흐 핀 엑스트라 브뤼 1er",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164124.jpg,"220,000원",1,1,"NV, ",샹파뉴(Champagne)
3,알콜정보없음,3,레드,"치즈,가금류,스테이크, 등심,살라미",그르나슈 (Grenache) ,보데가스 피놀드   Bodegas Pinord ,Red Bat ,레드 뱃,https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164123.png,"68,000원",1,4,2018,까탈루냐(Catalunya)
4,알콜정보없음,4,화이트,추천 정보 없음,자렐로 (Xarel.lo) 100%,보데가스 피놀드   Bodegas Pinord ,+ Natura Organic White,플러스 나투라 블랑코,https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164122.png,"47,000원",1,1,2017,페네데스(Penedes)
3,알콜정보없음,3,레드,"갈비찜, 불고기,치즈",카베르네 소비뇽 (Cabernet Sauvignon) ,빌플뢰르  Villefleur,Villefleur Bordeaux ,빌플뢰르 보르도,https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164121.png,"35,000원",1,3,2016,보르도(Bordeaux)
4,알콜정보없음,4,레드,추천 정보 없음,피노 누아 (Pinot Noir) ,쟝 자크 꽁퓨롱  Jean Jacques Confuron,"Jean Jacques Confuron, Bourgogne Passetoutgrains","장 자크 꽁퓌롱, 부르고뉴 파스투그랭",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164120.png,"94,000원",1,2,2015,부르고뉴(Bourgogne)
3,11~12 %,3,스파클링,추천 정보 없음,아이렌 (Airen) 100%,뵈브 암발  Veuve Ambal,"Veuve Ambal, Diamour","뵈브 암발, 디아모르",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164119.png,가격정보없음,1,1,"NV, ",부르고뉴(Bourgogne)
3,13.5 %,3,레드,"디저트, 초콜릿,치즈, 까망베르,피자,야채",카베르네 소비뇽 (Cabernet Sauvignon) 50%,엘지아이 와인  LGI Wines,Chambelle Reserve ,샹벨 리저브,https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164118.png,"100,000원",1,4,2018,서던 프랑스(Southern France)
4,14 %,4,레드,"치즈,소고기,돼지",시라/쉬라즈 (Syrah/Shiraz) 80%,엘지아이 와인  LGI Wines,Chambelle Grande Reserve ,샹벨 그랑 리저브,https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164117.png,"100,000원",1,4,2017,서던 프랑스(Southern France)
4,알콜정보없음,4,레드,추천 정보 없음,피노 누아 (Pinot Noir) 100%,마테틱  Matetic Vineyards,"Matetic, Coralillo Pinot Noir","마테틱, 코라릴로 피노 누아 ",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164116.png,가격정보없음,1,2,2015,아콩카구아(Aconcagua)
3,알콜정보없음,3,레드,추천 정보 없음,카르메네르 (Carmenere) 100%,마테틱  Matetic Vineyards,"Matetic, Corralillo Carmenere","마테틱, 코라릴로 까르미네르 ",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164115.png,가격정보없음,1,3,2014,마이포 밸리(Maipo Valley)
5,알콜정보없음,5,레드,추천 정보 없음,피노 누아 (Pinot Noir) 100%,마운트 디피컬티  Mt.Difficulty,"Mt. Difficulty, Bannockburn Pinot Noir","마운트 디피컬티, 반녹번 피노 누아 ",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,3,"NA, ",사우스 아일랜드(South Island)
4,알콜정보없음,4,화이트,추천 정보 없음,피노 그리 (Pinot Gris) 100%,마운트 디피컬티  Mt.Difficulty,"Mt. Difficulty, Bannockburn Pinot Gris"," 마운트 디피컬티, 반녹번 피노 그리 ",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,1,"NA, ",사우스 아일랜드(South Island)
4,알콜정보없음,4,화이트,추천 정보 없음,샤르도네 (Chardonnay) 100%,마운트 디피컬티  Mt.Difficulty,Mt. Difficulty Lowburn Chardonnay ,마운트 디피컬티 로우 번 샤도네이 ,https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,1,2015,사우스 아일랜드(South Island)
4,14~15 %,4,레드,추천 정보 없음,피노 누아 (Pinot Noir) 100%,리뽄  Rippon,"Rippon, Pinot Noir","리뽄, 피노 누아 ",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164111.jpg,"200,000원",1,2,2016,사우스 아일랜드(South Island)
4,알콜정보없음,4,화이트,추천 정보 없음,샤르도네 (Chardonnay) 100%,쿠뮤 리버  Kumeu River,Kumeu River Mate's Chardonnay,쿠뮤리버 메이트스 샤도네이,https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,1,2017,노스 아일랜드(North Island)
4,알콜정보없음,4,레드,추천 정보 없음,카베르네 소비뇽 (Cabernet Sauvignon) 93%,모스우드  Moss Wood,"Moss Wood, Ribbon Vale Cabernet Sauvignon","모스 우드, 리뽄 베일 까베르네 소비뇽",https://wine21.speedgabia.com/no_image2.jpg,가격정보없음,1,4,2014,웨스턴 오스트레일리아(Western Australia)
3,알콜정보없음,3,레드,추천 정보 없음,카베르네 소비뇽 (Cabernet Sauvignon) ,모스우드  Moss Wood,"Moss Wood, Amy's Blend"," 모스 우드, 애미스 브렌드 ",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164108.png,가격정보없음,1,4,"NA, ",웨스턴 오스트레일리아(Western Australia)
4,13.5 %,4,화이트,"해산물,돼지고기, 돼지, 소시지",샤르도네 (Chardonnay) 100%,제너두  Xanadu,"Xanadu, Reserve Chardonnay","제너두, 리저브 샤르도네",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164107.png,가격정보없음,1,1,2011,웨스턴 오스트레일리아(Western Australia)
4,14.5 %,4,레드,"치즈,소고기, 스튜,돼지고기, 돼지",카베르네 소비뇽 (Cabernet Sauvignon) 100%,제너두  Xanadu,"Xanadu, Reserve Cabernet Sauvignon","제너두, 리저브 카베르네 소비뇽",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164106.jpg,가격정보없음,1,4,2011,웨스턴 오스트레일리아(Western Australia)
4,13 %,4,화이트,"해산물,돼지고기, 돼지, 소시지",샤르도네 (Chardonnay) 100%,제너두  Xanadu,"Xanadu, Chardonnay","제너두, 샤르도네",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164105.png,가격정보없음,1,1,2017,웨스턴 오스트레일리아(Western Australia)
4,14 %,4,레드,추천 정보 없음,카베르네 소비뇽 (Cabernet Sauvignon) 100%,제너두  Xanadu,"Xanadu, Cabernet Sauvignon","제너두, 카베르네 소비뇽",https://wine21.speedgabia.com/WINE_MST/TITLE/0164000/W0164104.png,가격정보없음,1,4,2014,웨스턴 오스트레일리아(Western Australia)
